"Company Name","Company Site","Company Industries","Report Link","Report Year","Mean Hourly Gap","Median Hourly Gap","Mean Bonus Gap","Median Bonus Gap","Mean Hourly Gap Part Time","Median Hourly Gap Part Time","Mean Hourly Gap Part Temp","Median Hourly Gap Part Temp","Percentage Bonus Paid Female","Percentage Bonus Paid Male","Percentage BIK Paid Female","Percentage BIK Paid Male","Q1 Female","Q1 Men","Q2 Female","Q2 Male","Q3 Female","Q3 Male","Q4 Female","Q4 Male","Percentage Employees Female","Percentage Employees Male"
"Legal Aid Board",https://www.legalaidboard.ie/,Charity,https://www.legalaidboard.ie/en/about-the-board/press-publications/gender-pay-gap-reporting/gender-pay-gap-report-2023.pdf,2023,4.97,0,,,9.6,25.73,-3.39,-1.41,,,,,78.83,21.17,82.84,17.16,81.56,17.44,78.83,21.17,81,19
"Leitrim County Council",https://www.leitrimcoco.ie/,"Public Service,Council",https://www.leitrimcoco.ie/eng/your-council/corporate-governance/leitrim-county-council-gender-pay-gap-report-2023.pdf,2023,-3.91,-16.05,,,-6.75,-2.46,24.38,4.86,,,,,27.84,72.16,13.54,86.46,64.58,35.42,40.63,59.38,37,63
"Leonardo Hotels",https://www.leonardo-hotels.com/republic-of-ireland,"Hospitality,Hotel",https://www.leonardohotels.co.uk/files/pdfs/gpg_2023_ire_narrative_v2_final.pdf,2023,12.9,2,59.4,2.4,-5.6,0.2,,,22.1,20.3,1.9,1.3,61.5,38.5,65.9,34.1,49.5,50.5,56,44,58.2,41.8
"Liberty Claims Handling and Imaging",https://www.liberty-it.co.uk/,Insurance,https://www.liberty-it.co.uk/documents/ireland-gender-pay-report-liberty-it-december-2023-final.pdf,2023,11.4,13.9,32.9,14.1,0,0,0,0,87,100,0,0,90,10,72.4,27.6,44.8,55.2,43.7,53.3,,
"Liberty IT",https://www.liberty-it.co.uk/,"Technology,Software",https://www.liberty-it.co.uk/documents/ireland-gender-pay-report-liberty-it-december-2023-final.pdf,2023,20.9,11.5,13.4,33.6,0,0,-71.8,-68.4,87.2,83.8,87.2,75.6,30.8,62.2,26.9,73.1,21.2,78.9,11.8,88.2,,
Lidl,https://www.lidl.ie/,Retail,https://www.lidl.ie/static/assets/GenderPayGapReport2023-724629.pdf,2023,7,2.8,-5.5,0,2.5,1.7,0.7,-0.9,3.3,3.4,26.4,27.7,50,50,48,52,41,59,41,59,,
"Lifestyle Sports",https://www.lifestylesports.com/ie/,Retail,https://staging-eu01-lifesports.demandware.net/on/demandware.static/-/Library-Sites-LSSSharedLibrary/default/LSS-Gender-Pay-Gap-Report-2022.pdf,2023,-19.3,-1.82,-100.33,-100,1.75,0.39,-38.03,0,10.83,9.92,1.26,1.53,58.18,41.82,51.52,48.48,55.76,44.24,75.61,24.39,60.24,39.76
"Liffey Meats",https://liffeymeats.ie/,"Food & Drink",https://liffeymeats.ie/gender-pay-gap/,2023,13.79,6.76,55.6,31.53,,,,,23.4,,,,33,67,31.1,68.9,26,74,9.25,90.75,24.8,75.2
"Limerick and Clare Education and Training Board",https://lcetb.ie,Education,https://lcetb.ie/annual-reports/,2023,1.69,-1.36,,,1.29,-0.06,,,,,,,50.12,49.88,50.07,49.93,50.19,49.81,48.19,51.81,68.81,31.19
"Limerick City & County Council",https://www.limerick.ie/council,"Public Service,Council",https://www.limerick.ie/sites/default/files/media/documents/2023-12/limerick-city-and-county-council-gender-pay-gap-report-for-2023.pdf,2023,3.88,-5.61,,,-5.47,-3.32,4.14,-3.36,,,0,0.23,49.06,50.94,26.22,73.78,50.54,49.46,38.81,61.19,41,59
Linesight,https://www.linesight.com/,Construction,https://assets.ctfassets.net/1lsus2dflm8x/72D4VkVZcDL43skXfFfDlE/15a8dc03eddfbf10175d939655741045/Linesight_Gender_Pay_Gap_Report_2023_-_20_Dec_2023__2_.pdf,2023,18.46,24.56,37.03,0,20.04,15.26,16.32,37.12,85.78,83.33,31.25,26.54,42,58,39,61,21,79,23,77,31.2,68.8
LinkedIn,https://www.linkedin.com/feed/,"Technology,Software",https://news.linkedin.com/content/dam/me/news/en-us/images/Ireland_GPG_2023.pdf,2023,9.1,12.8,27.4,34.3,19.8,19.4,,,95,97,99,98,62,38,56,44,51,49,46,54,,
"Lloyds Pharmacy (part of PHX Ireland)",https://lloydspharmacy.ie/,Retail,https://lloydspharmacy.ie/pages/gender-pay-gap-report,2023,33.7,25.3,51.2,30.8,17.4,3.3,,,90.9,90.3,10.5,25.7,91.6,8.4,89.7,10.3,92,8,73.7,26.3,86.8,13.2
"Longford and Westmeath Education and Training Board",https://www.lwetb.ie/,Education,https://www.lwetb.ie/wp-content/uploads/2024/01/LWETB-Gender-Pay-Gap-Statement-2023.pdf,2023,10.06,11.56,,,-0.39,2.04,,,,,,,50.85,49.15,50.21,49.79,50.51,49.49,49.89,50.11,70.37,29.63
"Longford County Council",https://www.longfordcoco.ie/,"Public Service,Council",https://www.longfordcoco.ie/your-council/policy-and-publications/gender%20pay%20gap%20report%202023/longford-county-council-gender-pay-gap-report-2023.pdf,2023,-3.02,-16.7,,,-14.48,-9.84,26.82,25.28,,,,,35.92,64.08,23.53,76.47,63.73,36.27,45.63,54.37,42,58
LotusWorks,https://lotusworks.com/en-ie/,"Facilities Services",https://lotusworks.com/en-ie/gender-pay-gap-2023/,2023,19.05,26.57,-7.81,-50,20.96,26.57,5.78,12.74,5.2,5.7,67.2,70.23,35.56,64.44,8.79,91.21,3.3,96.7,10,90,15.5,84.5
"Louth and Meath Education and Training Board",https://www.lmetb.ie/,Education,https://www.lmetb.ie/wp-content/uploads/2024/01/ETB-Gender-pay-gap-statement-2023-English-Version-.pdf,2023,3.42,-1.71,,,2.3,-0.35,,,,,,,49.74,50.26,49.94,50.06,50.15,49.85,49.06,50.94,69.24,30.76
"Louth County Council",https://www.louthcoco.ie/,"Public Service,Council",https://www.louthcoco.ie/en/publications/other-reports/louth-county-council-gender-pay-gap-report-2023.html,2023,2.41,-1.32,,,-2.8,-2.41,-3.79,-4.05,,,,,50.25,49.75,26.63,73.37,43.43,56.57,39.7,60.3,40,60
"Lufthansa Technik Turbine Shannon",https://www.ltts.ie/,Manufacturing,https://www.ltts.ie/wp-content/themes/ltts/approvals/LTTS_Gender_Pay_Gap_Report.pdf,2023,17,20,29,31,,,,,7,6,76,89,17,83,21,79,3,97,7,93,12,88
"M&S Ireland",https://www.marksandspencer.com/ie/,Retail,https://asset1.cxnmarksandspencer.com/is/content/mands/Diversity_Inclusion_And_The_Gender_Pay_Gap_Ireland_2023.pdf,2023,5.3,1.1,21.1,14.3,-7.9,-2.7,2.1,0.5,91.8,88.9,,,71.6,28.4,74.8,25.2,72.3,27.7,68.9,31.1,72,28
"Magna International Autolaunch Ireland Limited",https://www.magna.com/,Manufacturing,https://www.magna.com/docs/default-source/ireland-pay-legislation/gender-pay-gap-reporting-results-2023.pdf?sfvrsn=2a196c03_11,2023,4.95,4.57,-48.61,-21.83,,,,,45.45,36.19,4.55,5.24,7.21,92.79,3.64,96.36,3.6,96.4,5.45,94.55,5.29,94.71
"Marine Institute",https://www.marine.ie/,Government,https://www.marine.ie/sites/default/files/MIFiles/Docs/General/Final-Marine-Gender-Pay-Gap-Report-2023.pdf,2023,14.3,10.1,,,21.4,18.4,11.1,12,,,,,58,42,54,46,56,44,37,63,51.5,49.5
"Marsh Employee Benefits Ltd",https://www.marsh.com/ie/home.html,"Professional Services",https://info.marsh.com/l/395202/2023-12-22/cl947b/395202/1703233409C7uTEIyq/Marsh_McLennan_Gender_Pay_Gap_Report_2023.pdf,2023,35.8,4.8,70.6,11.2,-6.4,9.4,,,90.4,87.8,91.2,95.3,47.2,52.8,52.2,47.8,61.1,38.9,31,69,,
"Mary Immaculate College",https://www.mic.ul.ie/,Education,https://www.mic.ul.ie/about-mic/governance-at-mic/gender-pay-gap-report?index=1,2023,11.09,25.81,,,-79.31,-68.14,-17.82,-16.05,,,2,4,69,31,88,12,72,28,54,46,,
"Mason Hayes & Curran (incl. partners)",https://www.mhc.ie/,Law,https://www.mhc.ie/uploads/documents/GPG-2023-Report.pdf,2023,56,26,55,64,12,7,1,1,64,52,58,54,66,34,76,24,66,34,41,59,,
"Mastercard Ireland",https://www.mastercard.ie/en-ie.html,"Technology,Software",https://web.archive.org/web/20231218043557/https://www.mastercard.ie/content/dam/public/mastercardcom/eu/ie/vision/Other/MAU16858_Ireland_GenderPayGap_2023_v3.pdf,2023,12.6,12.4,20,6.1,,,,,82.7,80.6,94.5,92.9,35.4,64.6,40.6,59.4,22.3,77.3,24.4,75.6,,
"Matheson: Matheson LLP (including partners)",https://www.matheson.com/,Law,https://prod02.matheson.com/docs/default-source/about-us/matheson-gender-pay-gap-report-2023.pdf?sfvrsn=da7e524d_2,2023,62,15,65,63,21,37,0,3,50,64,91,79,70,30,67,33,71,29,51,49,68,32
"Matheson: Support Services (including partners)",https://www.matheson.com/about-us/matheson-in-house-network,"Professional Services",https://prod02.matheson.com/docs/default-source/about-us/matheson-gender-pay-gap-report-2023.pdf?sfvrsn=da7e524d_2,2023,73,31,85,54,,,,,66,82,83,60,69,31,84,16,63,37,45,55,70,30
"Maynooth University",https://www.maynoothuniversity.ie/,Education,https://maynoothuniversity.ie/sites/default/files/assets/document//GPG%20Report%20MU%202023%2012%2018.pdf,2023,9.99,10.6,,,13.9,2.88,7.12,9.69,,,0.13,0.4,66.77,33.23,65.71,34.29,57.69,42.31,48.24,51.76,58,42
"Mayo County Council",https://www.mayo.ie/,"Public Service,Council",https://www.mayo.ie/getmedia/95ac3830-6f18-4a03-9022-32aa322701c4/Mayo-Co-Co-Gender-Pay-Gap-Report-for-2023.pdf,2023,-1.99,-8.96,,,-2.55,-2.78,15.25,6.67,,,,,39.13,60.87,12.71,87.29,55.85,44.15,43.81,56.19,38,62
"Mayo Sligo & Leitrim Education and Training Board",https://msletb.ie/,Education,https://msletb.ie/wp-content/uploads/MSLETB-Gender-Pay-Gap-Report-2023.pdf,2023,2.72,-1.74,,,2.65,0.33,,,,,,,47.6,52.4,50.2,49.8,50.25,49.75,50.27,49.73,65.43,34.57
"McCann Fitzgerald (excluding partners)",https://www.mccannfitzgerald.com/,Law,https://www.mccannfitzgerald.com/uploads/McCann_FitzGerald_LLP_Gender_Pay_Gap_Report_2023.pdf,2023,13.7,0.3,47.7,25.5,-155.4,-87.7,-0.2,0.5,85,84,54,50,66,34,71,29,74,26,54,46,66,34
"Meath County Council",https://www.meath.ie/,"Public Service,Council",https://www.meath.ie/system/files/media/file-uploads/2023-12/MCC%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,6.56,-0.31,,,-11.26,-5.48,-32,-50.72,,,,,47.81,52.19,41.23,58.77,53.1,46.9,37.28,62.72,45,55
"Mediahuis Ireland",https://www.mediahuis.ie/,Media,https://www.mediahuis.ie/app/uploads/2023/12/GPG-Report-2023.pdf,2023,20.6,23.8,36.7,0,25.6,33.6,29.5,35.6,82,87,100,100,53,47,40,60,37,63,24,76,39,61
Medtronic,https://www.medtronic.com/en-ie/our-company/medtronic-ireland.html,"Technology,Hardware,Medical",https://www.medtronic.com/content/dam/medtronic-wide/public/western-europe/employee-support-services/communications/gender-pay-gap-report-fy23-ie-en.pdf,2023,9,4,22,20,0,1,6,25,98,97,64,70,54,48,48,52,49,51,41,59,,
Mercer,https://www.mercer.com/en-ie/,Financial,https://www.mercer.com/assets/ie/en_ie/shared-assets/local/attachments/pdf-HR-Mercer-Ireland-Gender-Pay-Gap-Report-2023.pdf,2023,32.6,25.2,58.4,33.2,66.5,6.2,75.7,-12,90.3,89.3,93.6,95.2,58.1,41.9,58.8,41.2,49.4,50.6,35.3,64.7,,
"Merck Millipore",https://www.merckmillipore.com/IE/en,Pharmaceutical,https://www.merckgroup.com/content/dam/web/corporate/non-images/country-specifics/ireland/Ireland-Gender-Pay-Gap-Report-2023.pdf,2023,13.8,18.7,8.8,22.3,,,,,97.9,98,86.5,91.8,53,47,40,60,21,79,22,78,34.4,65.6
"Mercury Ireland UC (Mercury Engineering)",https://www.mercuryeng.com/,"Construction,Engineering",https://www.mercuryeng.com/wp-content/uploads/2023/12/2023-Gender-Pay-Gap-Report.pdf,2023,13.16,12.44,54.51,50,,,,,19.84,80.16,,,10.91,89.09,21.25,78.75,7.5,92.5,8.04,91.96,10.52,89.48
"Mercy University Hospital",https://www.muh.ie/,Healthcare,https://www.muh.ie/images/muhdocs/MUH_Reports_Gender_Pay_Gap_2023.pdf,2023,24.14,0.08,,,7.79,-31.52,,,,,0.07,1.34,77.83,22.17,79.63,20.37,84.26,15.74,72.22,27.78,79,21
"Meta Ireland (all legal entities)",https://about.meta.com/,"Technology,Software",https://s21.q4cdn.com/399680738/files/doc_downloads/2023/12/Meta-in-Ireland-Gender-Pay-Gap-Report-2023.pdf,2023,14.5,10,41.7,20.9,,,15.2,27.8,99.3,99.8,100,100,62,38,53.2,46.8,49.6,50.4,37.9,62.1,,
"Microsoft (both legal entities)",https://www.microsoft.com/en-ie,"Technology,Software,Hardware",https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-ie/microsoft-brand/documents/mcaps-aboutireland-microsoft-ireland-gender-pay-gap-report-2023-v07-final.pdf,2023,3,7.8,1.6,3,,,,,89.8,87.9,91.6,91.8,38.2,61.8,36.1,63.9,27.8,72.2,30.2,69.8,,
Mitie,https://mitie.ie/,"Professional Services",https://mitie.ie/wp-content/uploads/2024/01/Mitie-ROI-Gender-Pay-Report-2023.pdf,2023,19,8,0,0,,,,,5,9,7,2,75,25,80,20,46,54,34,66,58,42
"Monaghan County Council",https://monaghan.ie/,"Public Service,Council",https://monaghan.ie/humanresources/wp-content/uploads/sites/5/2023/12/MCC-Gender-Pay-Gap-Report-2023-V4-1.pdf,2023,-3.01,-13.84,,,-14.82,-12.88,33.47,34.27,,,,,39.83,60.17,24.58,75.42,50,50,50.42,49.58,41,59
"Monaghan Mushrooms",https://www.monaghan.eu/,"Food & Drink",https://www.monaghan.eu/wp-content/uploads/2023/12/Gender-Pay-Gap-2023-Monaghan-Mushrooms-Ireland-Unlimited-Company.pdf,2023,14.4,2.25,71.4,41.76,160.7,63.4,,,14.7,12.2,16.9,7.6,52,48,49,51,44,56,45,55,47,53
"Mondelez International",https://www.mondelezinternational.com/ireland/,"Food & Drink",https://www.mondelezinternational.com/assets/Country/Ireland/Mondelez-Ireland-Gender-Gap-Report-2023.pdf,2023,12.5,11.3,13.9,13.2,-1,22.7,,,96,94,19,23,55,45,40,60,26,74,23,77,36,64
"Mount Juliet Estate",https://www.mountjuliet.ie/,"Hospitality,Hotel",https://www.mountjuliet.ie/wp-content/uploads/2024/01/Mount-Juliet-Estate-Gender-Pay-Gap-Report-2023.pdf,2023,9,-0.5,54,32,-1,-4.2,3,4.2,,,,,45,55,45,55,61,39,35,65,,
MOWI,https://mowi.com/ie/,"Food & Drink",https://mowi.com/ie/wp-content/uploads/sites/8/2023/12/Mowi-Ireland-Gender-Pay-Gap-2023.pdf,2023,-1.16,10.06,-33,12.04,,,,,85,87,4.49,4.21,22,78,22,78,21,79,21,79,,
MSD,https://msd-ireland.com/,Pharmaceutical,https://msd-ireland.com/wp-content/uploads/sites/67/2023/12/MSD-GPG-2023_Dec16.pdf,2023,9.65,12.62,12.28,8.15,-9.55,-24.45,21.96,41.67,95.1,96.1,100,100,54,46,52,48,34,66,30,70,42.74,57.26
"MUFG Investor Services Ireland",https://www.mufg-investorservices.com/,Financial,https://www.mufg-investorservices.com/wp-content/uploads/mufg-ireland-gender-pay-gap-external-2023-final.pdf,2023,6.2,4.2,11.5,7,-59.2,-66.4,,,77,79,93,97,45,55,42,58,43,57,37,63,42,58
"Muiriosa Foundation",https://www.muiriosa.ie/,Charity,https://www.muiriosa.ie/wp-content/uploads/Gender-Pay-Gap-Report-Dec-2023.pdf,2023,-3.96,-3.58,,,-2.19,-1.21,-8,-6.99,,,,,72.05,27.95,78.1,21.9,75.29,24.71,81.27,18.73,77,23
"Musgrave: Cedarglade",https://www.musgravegroup.com/,Retail,https://www.musgravegroup.com/wp-content/uploads/2023/12/Cedarglade-Gender-Pay-Gap-Report-202311.pdf,2023,4.1,-0.6,40.8,0,-4.4,-1.1,0,0,48,39,0.2,1.6,55,45,58,42,62,38,57,43,,
"Musgrave: Musgrave Limited",https://www.musgravegroup.com/,Retail,https://www.musgravegroup.com/wp-content/uploads/2023/12/Musgrave-Ltd-Gender-Pay-Gap-Report-202320.pdf,2023,-10,-19.3,-5.6,-5.5,-50.3,-19.5,-3.5,-4.5,89.2,94.2,12,9,22,78,14,86,27,73,29,71,,
"Musgrave: Musgrave Operating Partners Ireland (MOPI) ",https://www.musgravegroup.com/,Retail,https://www.musgravegroup.com/wp-content/uploads/2023/12/MOPI-Gender-Pay-Gap-Report-202354.pdf,2023,12,9.6,35.1,16,4.8,6.5,2.3,1.6,88.8,90.3,1,2,61,39,62,38,53,47,32,68,,
Nandos,https://www.nandos.ie/,"Hospitality,Restaurant",https://www.nandos.ie/sites/default/files/GenderPayGapReportROI2023.pdf,2023,-6.5,0.2,-29.3,-69.2,0.6,0.3,-1.3,-0.7,7.9,7.7,3.9,2.1,52,48,50,50,47,53,48,52,,
"National Co-operative Farm Relief Services Limited (FRS Network)",https://www.frsnetwork.ie/frs-network/,Agriculture,https://www.frsnetwork.ie/gender-pay-gap-report-2023/,2023,-14.6,-12.4,30.51,63.87,-12,-10,,,2.76,2.81,0.69,2.67,20,80,12,88,9,91,30,70,,
"National College of Ireland",https://www.ncirl.ie/,Education,https://www.ncirl.ie/Portals/0/Annual%20Reports/Gender_PayGap_Report23.pdf,2023,38.4,41.4,14.5,14.4,42.3,57.2,28.3,60,,,,,72,28,72,28,53,47,38,62,59,41
"National Maternity Hospital",https://www.nmh.ie/,Healthcare,https://www.nmh.ie/_fileupload/final-gender-pay-gap-report-2023.pdf,2023,18.98,-25.34,,,16.15,-53.27,21.04,-20.81,,,,,83.48,16.52,78.84,21.16,90.43,9.57,82.61,17.39,82.15,17.85
"National Shared Services Office",https://nsso.gov.ie/,"Public Service,Government",https://prod-nsso-assets.s3.amazonaws.com/documents/Gender_Pay_Gap_Report_2023.pdf,2023,1.58,-3.67,,,-13.31,-14.17,4.46,4.41,,,,,66.83,33.17,65.53,34.47,70.39,29.61,68.78,21.33,67.88,32.11
"National Transport Authority",https://www.nationaltransport.ie/,"Public Service,Government",https://www.nationaltransport.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-2023.pdf,2023,4.95,4.89,,,-14.68,-16.75,,,,,,,50,50,32,68,35,65,33,67,37,63
"National Treasury Management Agency (NTMA)",https://www.ntma.ie/,"Public Service,Government",https://www.ntma.ie/uploads/publication-articles/NTMA-Gender-Pay-Gap-Report-2023.pdf,2023,17.2,13.5,19,24.3,6.5,-59,0.4,5.7,35.5,38.3,28.7,45.1,61.5,38.5,53.6,46.4,50.7,49.3,41.1,58.9,,
"New Ireland Assurance",https://www.newireland.ie/,Insurance,https://www.newireland.ie/view-document/107412-New_Ireland_GPG_Report_2023.pdf,2023,19.8,13.5,16.9,-16.9,-31.7,-11.2,15,-1.7,0.8,6.6,96.6,94,61,39,59,41,58,42,40,60,54,46
"New Look",https://www.newlookgroup.com/,Retail,https://www.newlookgroup.com/~/media/Files/N/New-Look-Retailers/corporate-governance/GPG%20New%20Look%20ROI%202022.pdf,2023,39.1,13.9,76.5,92.82,5.4,-3.5,,,16,25,6,25,98,2,99,1,100,0,94,6,98,2
Next,https://www.next.ie/en,Retail,https://xcdn.next.co.uk/PDFS/genderpay/GPG2024.pdf,2023,-0.7,0.1,7.5,-4.8,-0.2,-0.2,,,95.2,93.5,1.1,1.9,78,22,84.6,15.4,75,25,85.6,14.4,,
"Northern Trust",https://www.northerntrust.com/europe/home,"Banking,Financial",https://www.northerntrust.com/content/dam/northerntrust/pws/nt/documents/about-us/policy/2023-irl-gpg-main-report.pdf,2023,12.8,5.2,37.3,9.3,1.3,22.4,9,0,99.4,98.3,91,88.6,48.3,51.7,57,43,52.1,47.9,39.7,60.3,,
"Novartis: Novartis Ireland Limited",https://www.novartis.com/,Pharmaceutical,https://www.novartis.com/ie-en/sites/novartis_ie/files/Novartis%20Gender%20Pay%20Gap%20Narrative%202023.pdf,2023,10.8,11.8,27,28.7,24.1,50.8,42.4,50.8,97.1,98.3,97.8,97.8,71.8,28.2,57.8,42.2,49.6,50.4,45.9,54.1,56,44
NOVAS,https://www.novas.ie/,Charity,https://www.novas.ie/wp-content/uploads/2023/12/Novas-Gender-Pay-Report-2023-FINAL.pdf?x71087,2023,4.32,0.97,,,-5.09,-0.24,,,,,,,69.6,30.4,69.6,30.4,68.1,31.9,65.7,34.3,,
"Nua Healthcare Services",https://www.nuahealthcare.ie/,Medical,https://www.nuahealthcare.ie/contentFiles/Gender_Pay_Gap_Report_2023.pdf,2023,-2.05,-2.08,5.29,0,,,,,18.66,18.35,10.09,11.82,58.65,41.35,52.06,47.94,60.79,39.21,66.89,33.11,58,42
Odeon,https://www.odeoncinemasgroup.com/,Entertainment,https://www.odeoncinemasgroup.com/media/filer_public/4e/d6/4ed6faad-179d-4fae-8ecb-f7295e7c44a8/gender_pay_gap_report_-_ireland_2023.pdf,2023,-5.8,-0.6,-26,21,-0.5,-0.3,0,0,12,11,4.5,4,50,50,38,62,41,59,44,56,43,57
"Offaly County Council",https://www.offaly.ie/,"Public Service,Council",https://www.offaly.ie/app/uploads/Council/Council_Services_A-Z/Human_Resources/Gender-Pay-Gap-Report-for-2023-Final.pdf,2023,-4.18,-11.43,,,-16.42,-16.93,-28.29,-31.91,,,,,37.5,62.5,15.45,84.55,69.47,30.53,45.31,54.69,42,58
"Office of Public Works: Established Staff",https://www.gov.ie/en/organisation/office-of-public-works/,"Public Service,Government",https://www.gov.ie/pdf/?file=https://assets.gov.ie/279268/0062d1a6-e4f8-4aae-b390-e160027ad91a.pdf#page=null,2023,16.34,16.91,,,,,-9.84,-5.73,,,,,60.52,39.48,59.05,40.95,39.66,60.34,31.33,68.67,48.1,51.9
"Office of Public Works: State industrial Staff",https://www.gov.ie/en/organisation/office-of-public-works/,"Public Service,Government",https://www.gov.ie/pdf/?file=https://assets.gov.ie/279268/0062d1a6-e4f8-4aae-b390-e160027ad91a.pdf#page=null,2023,10.15,13.79,,,,,4.7,8.68,,,,,31.29,68.71,16.67,83.33,10.2,89.8,13.61,86.39,24,76
Oracle,https://www.oracle.com/ie/,"Technology,Software",https://www.oracle.com/ie/a/ocom/docs/oracle-emea-ireland-gender-pay-gap-report-2023.pdf,2023,19.6,13.5,44.4,58.7,70.6,76.1,-1.8,-4.5,71.3,73.3,92,92.1,39.8,60.2,40.5,59.5,28.7,71.3,29.9,70.1,,
"Ornua Co-operative Ltd",https://www.ornua.com/,Agriculture,https://www.ornua.com/wp-content/uploads/2023/12/Ornua-Gender-Pay-Gap-Report-2023-FINAL.pdf,2023,32,30,51,59,,,0,-31,74,77,80,84,61,39,64,36,41,59,36,64,50,50
"Orwell Healthcare",https://orwellhealthcare.ie/,Healthcare,https://orwellhealthcare.ie/wp-content/uploads/2024/01/Gender-Pay-Gap-Report-2023.pdf,2023,-9,-1,0,-27,-16,2,,,84,80,26,27,71,29,74,26,74,26,77,23,74,26
"Our Lady's Hospice and Care Services",https://olh.ie/,Healthcare,https://olh.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023_FINAL.pdf,2023,-2,-11,,,4,-11,10,10,,,,,76,24,78,22,85,15,85,15,81,19
Paypal,https://www.paypal.com/ie/home,"Technology,Software",https://www.paypalobjects.com/marketing/web/ie/en/Ireland%20Gender%20Pay%20Gap%20Report_22-23_final.pdf,2023,16.5,16.8,24.3,39.4,-4.9,-6.9,24.3,39.4,99.7,99.4,100,100,62.4,37.6,53.5,46.5,49.5,50.5,45.4,54.6,53,47
"PCI Pharma Services",https://pci.com/,Pharmaceutical,https://pci.com/wp-content/uploads/2024/02/Gender-Pay-Gap-Report-2023-Dublin.pdf,2023,19,12,28,0,,,,,97,96,,,62,38,83,17,66,34,46,54,64,36
Pepper,https://www.pepper-advantage.ie/,Financial,https://pepper-advantage.com/hubfs/Consumer%20Facing%20Website/v4%20Pepper%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,23.74,21.9,52.37,34.52,-14.6,-15.86,-18.29,-62.05,76,69,84,79,65,35,62,38,62,38,42,58,,
Pepsico,https://www.pepsico.com/,"Food & Drink","https://www.pepsico.com/docs/default-source/sustainability-and-esg-topics/pepsico-ireland-gender-pay-gap-report-2023.pdf?sfvrsn=918d6aff_1#:~:text=In%20PepsiCo%20in%20Ireland%2C%20with,year%20is%20less%20than%201.5%25.",2023,8.2,6.3,16.5,11.7,8.2,30.9,17.8,20,89.5,89.3,0.8,1,57.9,42.1,38.5,61.5,38.5,61.5,57.9,42.1,44,56
"Pepsico: Portfolio Concentrate Solutions",https://www.pepsico.com/,"Food & Drink","https://www.pepsico.com/docs/default-source/sustainability-and-esg-topics/pepsico-ireland-gender-pay-gap-report-2023.pdf?sfvrsn=918d6aff_1#:~:text=In%20PepsiCo%20in%20Ireland%2C%20with,year%20is%20less%20than%201.5%25.",2023,7.5,5.9,14.8,11.2,,,,,89.6,89.2,0.8,1.1,57.3,42.7,38.5,61.5,35.1,64.9,43.9,56.1,44,56
"Peter Mark",https://www.petermark.ie/,Hairdressing,https://www.petermark.ie/gender-pay-report/,2023,19,0,0,,-8,-18,,,,,,,96,4,93,7,94,6,89,11,90,10
"Pettitt's SuperValu",https://pettitts.ie/,Retail,https://drive.google.com/file/d/1kGRJ_fEKHsNXLmpVtVUFHcK7kXZskkOX/view,2023,1.4,1.6,40.4,0,-5.5,-1.1,3.9,2.6,82,81,2,4,59,41,58,42,56,44,58,42,58,42
"PFH Technology Group",https://www.pfh.ie/,"Technology,Software",https://www.pfh.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023-compressed.pdf,2023,1.88,-4.74,1.01,-10,-22.02,-20.21,-18.77,-0.71,61.24,67.08,55.81,50.27,15.52,84.48,19.65,80.35,20.11,79.89,19.08,80.92,,
"Pfizer Ireland (all legal entities)",https://www.pfizer.ie/,Pharmaceutical,https://www.pfizer.ie/files/Pfizer-Ireland-Gender-Paygap-Report-2023.pdf,2023,10.5,8.3,8.6,-5.8,,,,,92.9,93.4,91.1,93,48.5,51.5,41,59,40.7,59.3,30.6,69.4,40,60
"PHX Ireland (a PHOENIX company)",https://www.united-drug.com/blogs/news/new-parent-company-name-phx-ireland-group-limited,Pharmaceutical,https://lloydspharmacy.ie/pages/gender-pay-gap-report,2023,26.7,9.1,73.6,27.6,8.5,-3.8,,,79.6,86,19.8,16.4,85.2,14.8,69.2,30.8,71.7,28.3,64.9,35.1,72.8,2.72
"Pinewood Healthcare",https://pinewood.ie/,Pharmaceutical,https://webmanagement.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-Final-2023.pdf,2023,29.35,28.75,29.69,34.6,,,,,70.06,65.29,,,63.41,36.79,51.22,48.78,37.8,62.2,39.51,60.49,48,52
Pinterest,https://www.pinterest.com/,"Technology,Software",https://newsroom.pinterest.com/en-gb/news/ireland-gender-pay-gap-report-2022-2023/,2023,16.5,2.5,15.8,-8.4,,,,,100,100,95,91.3,55.1,44.9,63.8,36.2,68.1,31.9,46.4,53.6,,
